,Country,City,Customer Name,Order ID,Postal Code,Region,Row ID,State,Top N Customer Label,Total Number of Customer_x,Order ID.1,Order Date,Product ID_x,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Quantity,Sales,Sales Per Customer,Total Number of Customer_y,Product ID_y,Product Name,Segment,Sub-Category,Number of Records
6465,United States,Lebanon,Allen Armold,CA-2012-114503,37087.0,South,6466,Tennessee,Other,1.0,CA-2012-114503,11/13/2014,OFF-ST-10003572,11/17/2014,Standard Class,0.2,6.372,0.075,6.0,84.96,84.96,1,OFF-ST-10003572,Portfile Personal File Boxes,Consumer,Storage,1.0
6466,United States,Los Angeles,Eric Hoffmann,CA-2014-153080,90008.0,West,6467,California,Other,1.0,CA-2014-153080,5/22/2016,TEC-AC-10002331,5/25/2016,Second Class,0.0,25.3302,0.37,7.0,68.46,68.46,1,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Consumer,Accessories,1.0
6467,United States,Providence,Deborah Brumfield,CA-2013-163804,2908.0,East,6468,Rhode Island,Other,1.0,CA-2013-163804,2015-03-12 00:00:00,OFF-ST-10000142,2015-09-12 00:00:00,Standard Class,0.0,582.232,0.28,5.0,2079.4,2079.4,1,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Home Office,Storage,1.0
6468,United States,Providence,Deborah Brumfield,CA-2013-163804,2908.0,East,6469,Rhode Island,Other,1.0,CA-2013-163804,2015-03-12 00:00:00,TEC-PH-10000441,2015-09-12 00:00:00,Standard Class,0.0,176.386,0.28,5.0,629.95,629.95,1,TEC-PH-10000441,VTech DS6151,Home Office,Phones,1.0
6469,United States,Providence,Deborah Brumfield,CA-2013-163804,2908.0,East,6470,Rhode Island,Other,1.0,CA-2013-163804,2015-03-12 00:00:00,FUR-FU-10004864,2015-09-12 00:00:00,Standard Class,0.0,23.8986,0.33,6.0,72.42,72.42,1,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Home Office,Furnishings,1.0
6470,United States,Detroit,Chad Cunningham,CA-2012-108532,48234.0,Central,6471,Michigan,Other,1.0,CA-2012-108532,8/29/2014,TEC-PH-10001750,2014-02-09 00:00:00,Standard Class,0.0,35.6346,0.27,2.0,131.98,131.98,1,TEC-PH-10001750,Samsung Rugby III,Home Office,Phones,1.0
6471,United States,Detroit,Chad Cunningham,CA-2012-108532,48234.0,Central,6472,Michigan,Other,1.0,CA-2012-108532,8/29/2014,TEC-AC-10004510,2014-02-09 00:00:00,Standard Class,0.0,11.452,0.1,7.0,114.52,114.52,1,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Home Office,Accessories,1.0
6472,United States,Houston,Valerie Takahito,CA-2011-151897,77070.0,Central,6473,Texas,Other,1.0,CA-2011-151897,2013-06-06 00:00:00,OFF-LA-10001074,2013-10-06 00:00:00,Standard Class,0.2,33.831,0.3375,10.0,100.24,100.24,1,OFF-LA-10001074,Round Specialty Laser Printer Labels,Home Office,Labels,1.0
6473,United States,Columbia,Dave Brooks,CA-2013-113292,38401.0,South,6474,Tennessee,Other,1.0,CA-2013-113292,3/19/2015,OFF-AP-10003590,3/21/2015,Second Class,0.2,87.18,0.1,3.0,871.8,871.8,1,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,Consumer,Appliances,1.0
6474,United States,Philadelphia,Brendan Sweed,CA-2011-149524,19140.0,East,6475,Pennsylvania,Other,1.0,CA-2011-149524,1/14/2013,FUR-BO-10003433,1/15/2013,First Class,0.5,-53.2856,-0.86,4.0,61.96,61.96,1,FUR-BO-10003433,Sauder Cornerstone Collection Library,Corporate,Bookcases,1.0
6475,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6476,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,OFF-BI-10002432,2016-10-06 00:00:00,Standard Class,0.7,-3.4914,-0.766666667,3.0,4.554,4.554,1,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Consumer,Binders,1.0
6476,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6477,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,OFF-AP-10003622,2016-10-06 00:00:00,Standard Class,0.2,0.585,0.1125,2.0,5.2,5.2,1,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Consumer,Appliances,1.0
6477,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6478,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,TEC-AC-10003832,2016-10-06 00:00:00,Standard Class,0.2,-2.5749,-0.0125,1.0,205.992,205.992,1,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Consumer,Accessories,1.0
6478,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6479,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,OFF-PA-10000809,2016-10-06 00:00:00,Standard Class,0.2,5.4432,0.35,3.0,15.552,15.552,1,OFF-PA-10000809,Xerox 206,Consumer,Paper,1.0
6479,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6480,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,TEC-PH-10000441,2016-10-06 00:00:00,Standard Class,0.2,50.396,0.1,5.0,503.96,503.96,1,TEC-PH-10000441,VTech DS6151,Consumer,Phones,1.0
6480,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6481,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,OFF-AP-10002287,2016-10-06 00:00:00,Standard Class,0.2,1.8354,0.075,7.0,24.472,24.472,1,OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Consumer,Appliances,1.0
6481,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6482,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,FUR-BO-10002824,2016-10-06 00:00:00,Standard Class,0.2,0.0,0.0,2.0,241.568,241.568,1,FUR-BO-10002824,Bush Mission Pointe Library,Consumer,Bookcases,1.0
6482,United States,Pembroke Pines,Nick Radford,CA-2014-140872,33024.0,South,6483,Florida,Other,1.0,CA-2014-140872,2016-03-06 00:00:00,TEC-AC-10002942,2016-10-06 00:00:00,Standard Class,0.2,-4.14,-0.0375,2.0,110.4,110.4,1,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Consumer,Accessories,1.0
6483,United States,New York City,Katherine Nockton,CA-2014-113908,10011.0,East,6484,New York,Other,1.0,CA-2014-113908,2016-03-06 00:00:00,FUR-TA-10001932,2016-09-06 00:00:00,Standard Class,0.4,-115.4304,-0.3,2.0,384.768,384.768,1,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Corporate,Tables,1.0
6484,United States,New York City,Katherine Nockton,CA-2014-113908,10011.0,East,6485,New York,Other,1.0,CA-2014-113908,2016-03-06 00:00:00,TEC-MA-10003173,2016-09-06 00:00:00,Standard Class,0.0,36.1836,0.46,6.0,78.66,78.66,1,TEC-MA-10003173,Hewlett-Packard 300S Scientific Calculator,Corporate,Machines,1.0
6485,United States,New York City,Katherine Nockton,CA-2014-113908,10011.0,East,6486,New York,Other,1.0,CA-2014-113908,2016-03-06 00:00:00,OFF-PA-10004156,2016-09-06 00:00:00,Standard Class,0.0,22.2264,0.49,4.0,45.36,45.36,1,OFF-PA-10004156,Xerox 188,Corporate,Paper,1.0
6486,United States,Jacksonville,Julia West,CA-2012-120621,28540.0,South,6487,North Carolina,Other,1.0,CA-2012-120621,3/21/2014,OFF-AP-10002945,3/26/2014,Standard Class,0.2,156.338,0.1625,4.0,962.08,962.08,1,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Consumer,Appliances,1.0
6487,United States,Jacksonville,Julia West,CA-2012-120621,28540.0,South,6488,North Carolina,Other,1.0,CA-2012-120621,3/21/2014,OFF-BI-10000948,3/26/2014,Standard Class,0.7,-9.8463,-0.766666667,3.0,12.843,12.843,1,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",Consumer,Binders,1.0
6488,United States,Jacksonville,Julia West,CA-2012-120621,28540.0,South,6489,North Carolina,Other,1.0,CA-2012-120621,3/21/2014,OFF-PA-10002254,3/26/2014,Standard Class,0.2,96.0232,0.325,14.0,295.456,295.456,1,OFF-PA-10002254,Xerox 1883,Consumer,Paper,1.0
6489,United States,New York City,Jessica Myrick,US-2014-148866,10011.0,East,6490,New York,Other,1.0,US-2014-148866,9/19/2016,OFF-PA-10004782,9/24/2016,Standard Class,0.0,15.552,0.48,5.0,32.4,32.4,1,OFF-PA-10004782,Xerox 228,Consumer,Paper,1.0
6490,United States,Philadelphia,Monica Federle,CA-2011-149594,19120.0,East,6491,Pennsylvania,Other,1.0,CA-2011-149594,9/15/2013,FUR-FU-10000222,9/19/2013,Standard Class,0.2,16.8896,0.1625,4.0,103.936,103.936,1,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Corporate,Furnishings,1.0
6491,United States,Orlando,Frank Atkinson,CA-2013-113845,32839.0,South,6492,Florida,Other,1.0,CA-2013-113845,11/21/2015,FUR-BO-10004695,11/26/2015,Standard Class,0.2,10.8588,0.0375,2.0,289.568,289.568,1,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,Bookcases,1.0
6492,United States,Orlando,Frank Atkinson,CA-2013-113845,32839.0,South,6493,Florida,Other,1.0,CA-2013-113845,11/21/2015,OFF-ST-10003327,11/26/2015,Standard Class,0.2,4.4685,0.1125,5.0,39.72,39.72,1,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Corporate,Storage,1.0
6493,United States,Orlando,Frank Atkinson,CA-2013-113845,32839.0,South,6494,Florida,Other,1.0,CA-2013-113845,11/21/2015,TEC-PH-10003357,11/26/2015,Standard Class,0.2,24.4768,0.1,4.0,244.768,244.768,1,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,Corporate,Phones,1.0
6494,United States,Houston,Keith Herrera,CA-2014-111262,77095.0,Central,6495,Texas,Other,1.0,CA-2014-111262,10/28/2016,TEC-AC-10002167,2016-01-11 00:00:00,Second Class,0.2,-2.7,-0.1125,2.0,24.0,24.0,1,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Consumer,Accessories,1.0
6495,United States,Houston,Keith Herrera,CA-2014-111262,77095.0,Central,6496,Texas,Other,1.0,CA-2014-111262,10/28/2016,OFF-PA-10001937,2016-01-11 00:00:00,Second Class,0.2,5.4432,0.35,3.0,15.552,15.552,1,OFF-PA-10001937,Xerox 21,Consumer,Paper,1.0
6496,United States,Houston,Keith Herrera,CA-2014-111262,77095.0,Central,6497,Texas,Other,1.0,CA-2014-111262,10/28/2016,TEC-AC-10004510,2016-01-11 00:00:00,Second Class,0.2,-3.272,-0.125,2.0,26.176,26.176,1,TEC-AC-10004510,,Consumer,Accessories,1.0
6497,United States,Louisville,Shirley Schmidt,CA-2012-103135,40214.0,South,6498,Kentucky,Other,1.0,CA-2012-103135,7/24/2014,FUR-FU-10001487,7/28/2014,Standard Class,0.0,6.0726,0.29,3.0,20.94,20.94,1,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Home Office,Furnishings,1.0
6498,United States,Louisville,Shirley Schmidt,CA-2012-103135,40214.0,South,6499,Kentucky,Other,1.0,CA-2012-103135,7/24/2014,OFF-BI-10000069,7/28/2014,Standard Class,0.0,62.1414,0.46,9.0,135.09,135.09,1,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Home Office,Binders,1.0
6499,United States,Louisville,Shirley Schmidt,CA-2012-103135,40214.0,South,6500,Kentucky,Other,1.0,CA-2012-103135,7/24/2014,TEC-AC-10003289,7/28/2014,Standard Class,0.0,64.3678,0.23,14.0,279.86,279.86,1,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Home Office,Accessories,1.0
6500,United States,Louisville,Shirley Schmidt,CA-2012-103135,40214.0,South,6501,Kentucky,Other,1.0,CA-2012-103135,7/24/2014,OFF-BI-10000069,7/28/2014,Standard Class,0.0,41.4276,0.46,6.0,90.06,90.06,1,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Home Office,Binders,1.0
6501,United States,Medina,Liz Carlisle,CA-2011-129147,44256.0,East,6502,Ohio,Other,1.0,CA-2011-129147,2013-02-11 00:00:00,TEC-PH-10001299,2013-06-11 00:00:00,Standard Class,0.4,-107.9928,-0.2,6.0,539.964,539.964,1,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,Phones,1.0
6502,United States,Medina,Liz Carlisle,CA-2011-129147,44256.0,East,6503,Ohio,Other,1.0,CA-2011-129147,2013-02-11 00:00:00,TEC-PH-10001552,2013-06-11 00:00:00,Standard Class,0.4,-10.0464,-0.2,7.0,50.232,50.232,1,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Consumer,Phones,1.0
6503,United States,Medina,Liz Carlisle,CA-2011-129147,44256.0,East,6504,Ohio,Other,1.0,CA-2011-129147,2013-02-11 00:00:00,OFF-BI-10001098,2013-06-11 00:00:00,Standard Class,0.7,-13.4694,-0.7,3.0,19.242,19.242,1,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Consumer,Binders,1.0
6504,United States,New York City,Victoria Wilson,CA-2014-128265,10011.0,East,6505,New York,Other,1.0,CA-2014-128265,11/17/2016,OFF-ST-10000142,11/22/2016,Second Class,0.0,349.3392,0.28,3.0,1247.64,1247.64,1,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Corporate,Storage,1.0
6505,United States,Chicago,Lela Donovan,CA-2013-152331,60653.0,Central,6506,Illinois,Other,1.0,CA-2013-152331,6/27/2015,OFF-AR-10001547,2015-01-07 00:00:00,Standard Class,0.2,0.4641,0.0875,3.0,5.304,5.304,1,OFF-AR-10001547,Newell 311,Corporate,Art,1.0
6506,United States,Philadelphia,Sibella Parks,US-2013-128909,19143.0,East,6507,Pennsylvania,Other,1.0,US-2013-128909,2015-10-10 00:00:00,OFF-PA-10001593,2015-12-10 00:00:00,Second Class,0.2,5.98,0.3125,4.0,19.136,19.136,1,OFF-PA-10001593,Xerox 1947,Corporate,Paper,1.0
6507,United States,Philadelphia,Sibella Parks,US-2013-128909,19143.0,East,6508,Pennsylvania,Other,1.0,US-2013-128909,2015-10-10 00:00:00,FUR-FU-10004071,2015-12-10 00:00:00,Second Class,0.2,-24.9624,-0.075,4.0,332.832,332.832,1,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Corporate,Furnishings,1.0
6508,United States,New York City,David Kendrick,CA-2014-102197,10009.0,East,6509,New York,Other,1.0,CA-2014-102197,12/20/2016,OFF-PA-10001970,12/26/2016,Standard Class,0.0,137.151,0.49,5.0,279.9,279.9,1,OFF-PA-10001970,Xerox 1908,Corporate,Paper,1.0
6509,United States,New York City,David Kendrick,CA-2014-102197,10009.0,East,6510,New York,Other,1.0,CA-2014-102197,12/20/2016,OFF-BI-10001524,12/26/2016,Standard Class,0.2,17.6232,0.35,3.0,50.352,50.352,1,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Corporate,Binders,1.0
6510,United States,New York City,David Kendrick,CA-2014-102197,10009.0,East,6511,New York,Other,1.0,CA-2014-102197,12/20/2016,OFF-PA-10004156,12/26/2016,Standard Class,0.0,16.6698,0.49,3.0,34.02,34.02,1,OFF-PA-10004156,Xerox 188,Corporate,Paper,1.0
6511,United States,San Francisco,Frank Carlisle,CA-2014-167640,94109.0,West,6512,California,Other,1.0,CA-2014-167640,2016-06-03 00:00:00,OFF-AR-10003158,2016-10-03 00:00:00,Standard Class,0.0,8.1192,0.34,6.0,23.88,23.88,1,OFF-AR-10003158,Fluorescent Highlighters by Dixon,Home Office,Art,1.0
6512,United States,San Francisco,Frank Carlisle,CA-2014-167640,94109.0,West,6513,California,Other,1.0,CA-2014-167640,2016-06-03 00:00:00,OFF-LA-10004559,2016-10-03 00:00:00,Standard Class,0.0,5.6448,0.49,4.0,11.52,11.52,1,OFF-LA-10004559,Avery 49,Home Office,Labels,1.0
6513,United States,San Francisco,Frank Carlisle,CA-2014-167640,94109.0,West,6514,California,Other,1.0,CA-2014-167640,2016-06-03 00:00:00,OFF-PA-10001033,2016-10-03 00:00:00,Standard Class,0.0,140.5957,0.49,7.0,286.93,286.93,1,OFF-PA-10001033,Xerox 1893,Home Office,Paper,1.0
6514,United States,San Francisco,Frank Carlisle,CA-2014-167640,94109.0,West,6515,California,Other,1.0,CA-2014-167640,2016-06-03 00:00:00,TEC-PH-10001336,2016-10-03 00:00:00,Standard Class,0.2,23.2182,0.1125,2.0,206.384,206.384,1,TEC-PH-10001336,Digium D40 VoIP phone,Home Office,Phones,1.0
6515,United States,San Francisco,Rick Duston,US-2014-116652,94122.0,West,6516,California,Other,1.0,US-2014-116652,9/15/2016,FUR-CH-10002961,9/19/2016,Standard Class,0.2,0.0,0.0,3.0,218.352,218.352,1,FUR-CH-10002961,"Leather Task Chair, Black",Consumer,Chairs,1.0
6516,United States,San Francisco,Rick Duston,US-2014-116652,94122.0,West,6517,California,Other,1.0,US-2014-116652,9/15/2016,FUR-FU-10001488,9/19/2016,Standard Class,0.0,105.98,0.2,5.0,529.9,529.9,1,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Consumer,Furnishings,1.0
6517,United States,San Francisco,Rick Duston,US-2014-116652,94122.0,West,6518,California,Other,1.0,US-2014-116652,9/15/2016,OFF-AR-10001915,9/19/2016,Standard Class,0.0,41.706,0.42,10.0,99.3,99.3,1,OFF-AR-10001915,Peel-Off China Markers,Consumer,Art,1.0
6518,United States,San Francisco,Rick Duston,US-2014-116652,94122.0,West,6519,California,Other,1.0,US-2014-116652,9/15/2016,OFF-AP-10001205,9/19/2016,Standard Class,0.0,30.5088,0.28,2.0,108.96,108.96,1,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Consumer,Appliances,1.0
6519,United States,San Francisco,Rick Duston,US-2014-116652,94122.0,West,6520,California,Other,1.0,US-2014-116652,9/15/2016,OFF-BI-10004528,9/19/2016,Standard Class,0.2,0.84,0.3125,1.0,2.688,2.688,1,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Consumer,Binders,1.0
6520,United States,Jackson,Andy Reiter,CA-2014-138289,49201.0,Central,6521,Michigan,Other,1.0,CA-2014-138289,1/17/2016,OFF-BI-10004995,1/19/2016,Second Class,0.0,2504.2216,0.46,4.0,5443.96,5443.96,1,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Consumer,Binders,1.0
6521,United States,Jackson,Andy Reiter,CA-2014-138289,49201.0,Central,6522,Michigan,Other,1.0,CA-2014-138289,1/17/2016,FUR-CH-10004626,1/19/2016,Second Class,0.0,72.6408,0.24,3.0,302.67,302.67,1,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Consumer,Chairs,1.0
6522,United States,Jackson,Andy Reiter,CA-2014-138289,49201.0,Central,6523,Michigan,Other,1.0,CA-2014-138289,1/17/2016,OFF-PA-10001260,1/19/2016,Second Class,0.0,25.2315,0.45,7.0,56.07,56.07,1,OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Consumer,Paper,1.0
6523,United States,Philadelphia,Chad Cunningham,CA-2013-129308,19120.0,East,6524,Pennsylvania,Other,1.0,CA-2013-129308,2015-08-07 00:00:00,OFF-LA-10002945,7/14/2015,Standard Class,0.2,3.276,0.325,2.0,10.08,10.08,1,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Home Office,Labels,1.0
6524,United States,Philadelphia,Chad Cunningham,CA-2013-129308,19120.0,East,6525,Pennsylvania,Other,1.0,CA-2013-129308,2015-08-07 00:00:00,TEC-PH-10002310,7/14/2015,Standard Class,0.4,-12.9987,-0.216666667,1.0,59.994,59.994,1,TEC-PH-10002310,Panasonic KX T7731-B Digital phone,Home Office,Phones,1.0
6525,United States,Philadelphia,Chad Cunningham,CA-2013-129308,19120.0,East,6526,Pennsylvania,Other,1.0,CA-2013-129308,2015-08-07 00:00:00,OFF-BI-10001525,7/14/2015,Standard Class,0.7,-4.7625,-0.833333333,5.0,5.715,5.715,1,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Home Office,Binders,1.0
6526,United States,Philadelphia,Chad Cunningham,CA-2013-129308,19120.0,East,6527,Pennsylvania,Other,1.0,CA-2013-129308,2015-08-07 00:00:00,OFF-BI-10001308,7/14/2015,Standard Class,0.7,-7.85,-0.833333333,5.0,9.42,9.42,1,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Home Office,Binders,1.0
6527,United States,Warwick,Carol Adams,CA-2013-157791,2886.0,East,6528,Rhode Island,Other,1.0,CA-2013-157791,12/24/2015,TEC-CO-10002095,12/29/2015,Second Class,0.0,899.982,0.45,4.0,1999.96,1999.96,1,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Corporate,Copiers,1.0
6528,United States,New York City,Bradley Talbott,CA-2011-146864,10024.0,East,6529,New York,Other,1.0,CA-2011-146864,12/22/2013,OFF-ST-10004946,12/26/2013,Standard Class,0.0,56.264,0.26,4.0,216.4,216.4,1,OFF-ST-10004946,Desktop 3-Pocket Hot File,Home Office,Storage,1.0
6529,United States,El Paso,Michael Grace,CA-2011-103744,79907.0,Central,6530,Texas,Other,1.0,CA-2011-103744,2/23/2013,OFF-LA-10004425,2/27/2013,Standard Class,0.2,2.3409,0.3375,3.0,6.936,6.936,1,OFF-LA-10004425,Staple-on labels,Home Office,Labels,1.0
6530,United States,El Paso,Michael Grace,CA-2011-103744,79907.0,Central,6531,Texas,Other,1.0,CA-2011-103744,2/23/2013,OFF-BI-10000320,2/27/2013,Standard Class,0.8,-6.8634,-1.55,3.0,4.428,4.428,1,OFF-BI-10000320,GBC Plastic Binding Combs,Home Office,Binders,1.0
6531,United States,Rochester,Theone Pippenger,US-2014-107384,55901.0,Central,6532,Minnesota,Other,1.0,US-2014-107384,2016-04-12 00:00:00,OFF-AR-10001315,2016-08-12 00:00:00,Standard Class,0.0,2.552,0.29,5.0,8.8,8.8,1,OFF-AR-10001315,Newell 310,Consumer,Art,1.0
6532,United States,Rochester,Theone Pippenger,US-2014-107384,55901.0,Central,6533,Minnesota,Other,1.0,US-2014-107384,2016-04-12 00:00:00,TEC-AC-10004595,2016-08-12 00:00:00,Standard Class,0.0,29.988,0.21,1.0,142.8,142.8,1,TEC-AC-10004595,First Data TMFD35 PIN Pad,Consumer,Accessories,1.0
6533,United States,Rochester,Theone Pippenger,US-2014-107384,55901.0,Central,6534,Minnesota,Other,1.0,US-2014-107384,2016-04-12 00:00:00,TEC-AC-10001539,2016-08-12 00:00:00,Standard Class,0.0,143.982,0.36,5.0,399.95,399.95,1,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Consumer,Accessories,1.0
6534,United States,Buffalo,Greg Tran,CA-2011-128209,14215.0,East,6535,New York,Top 20 Customers,1.0,CA-2011-128209,11/17/2013,OFF-BI-10001359,11/22/2013,Standard Class,0.2,726.5619,0.3375,3.0,2152.776,2152.776,1,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Consumer,Binders,1.0
6535,United States,Buffalo,Greg Tran,CA-2011-128209,14215.0,East,6536,New York,Top 20 Customers,1.0,CA-2011-128209,11/17/2013,FUR-BO-10002213,11/22/2013,Standard Class,0.2,-50.098,-0.0125,10.0,4007.84,4007.84,1,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Consumer,Bookcases,1.0
6536,United States,Knoxville,Fred Hopkins,CA-2011-169684,37918.0,South,6537,Tennessee,Other,1.0,CA-2011-169684,10/20/2013,FUR-TA-10003008,10/23/2013,First Class,0.4,-147.8655,-0.45,3.0,328.59,328.59,1,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Corporate,Tables,1.0
6537,United States,Knoxville,Fred Hopkins,CA-2011-169684,37918.0,South,6538,Tennessee,Other,1.0,CA-2011-169684,10/20/2013,OFF-ST-10000934,10/23/2013,First Class,0.2,-24.588,-0.25,3.0,98.352,98.352,1,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Corporate,Storage,1.0
6538,United States,Newark,Heather Kirkland,CA-2012-109862,19711.0,East,6539,Delaware,Other,1.0,CA-2012-109862,10/25/2014,TEC-PH-10004042,10/30/2014,Standard Class,0.0,41.3374,0.26,1.0,158.99,158.99,1,TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Corporate,Phones,1.0
6539,United States,Newark,Heather Kirkland,CA-2012-109862,19711.0,East,6540,Delaware,Other,1.0,CA-2012-109862,10/25/2014,FUR-CH-10002439,10/30/2014,Standard Class,0.0,75.686,0.26,5.0,291.1,291.1,1,FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Corporate,Chairs,1.0
6540,United States,Seattle,Chris Cortes,US-2014-107888,98103.0,West,6541,Washington,Other,1.0,US-2014-107888,11/16/2016,OFF-PA-10001363,11/19/2016,First Class,0.0,34.6296,0.47,6.0,73.68,73.68,1,OFF-PA-10001363,Xerox 1933,Consumer,Paper,1.0
6541,United States,Seattle,Chris Cortes,US-2014-107888,98103.0,West,6542,Washington,Other,1.0,US-2014-107888,11/16/2016,FUR-FU-10003394,11/19/2016,First Class,0.0,23.7864,0.17,2.0,139.92,139.92,1,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Consumer,Furnishings,1.0
6542,United States,Seattle,Chris Cortes,US-2014-107888,98103.0,West,6543,Washington,Other,1.0,US-2014-107888,11/16/2016,TEC-PH-10003171,11/19/2016,First Class,0.2,10.788,0.1,3.0,107.88,107.88,1,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Consumer,Phones,1.0
6543,United States,Seattle,Chris Cortes,US-2014-107888,98103.0,West,6544,Washington,Other,1.0,US-2014-107888,11/16/2016,OFF-ST-10003123,11/19/2016,First Class,0.0,7.9896,0.24,1.0,33.29,33.29,1,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Storage,1.0
6544,United States,Cleveland,Darren Powers,US-2014-154872,44105.0,East,6545,Ohio,Other,1.0,US-2014-154872,5/14/2016,OFF-BI-10003007,5/18/2016,Standard Class,0.7,-46.536,-0.8,5.0,58.17,58.17,1,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Consumer,Binders,1.0
6545,United States,Cleveland,Darren Powers,US-2014-154872,44105.0,East,6546,Ohio,Other,1.0,US-2014-154872,5/14/2016,OFF-LA-10000973,5/18/2016,Standard Class,0.2,1.764,0.35,2.0,5.04,5.04,1,OFF-LA-10000973,Avery 502,Consumer,Labels,1.0
6546,United States,Cleveland,Darren Powers,US-2014-154872,44105.0,East,6547,Ohio,Other,1.0,US-2014-154872,5/14/2016,OFF-PA-10000483,5/18/2016,Standard Class,0.2,7.745,0.3125,1.0,24.784,24.784,1,OFF-PA-10000483,Xerox 19,Consumer,Paper,1.0
